year,company,car_name,km_driven,fuel_type,transmission,price,location
2022,Renault,Kwid CLIMBER MT 1.0,16120,Petrol,Manual,₹5.53 Lakh,Bangalore
2022,KIA,CARENS LUXURY PLUS 1.4 PETROL 7 STR,20581,Petrol,Manual,₹16.68 Lakh,Bangalore
2022,KIA,CARENS LUXURY PLUS 1.4 PETROL 6 STR,20460,Petrol,Manual,₹15.49 Lakh,Bangalore
2017,Maruti,Baleno ALPHA PETROL 1.2,81548,Petrol,Manual,₹6.33 Lakh,Bangalore
2012,Maruti,Ertiga VDI,113536,Diesel,Manual,₹6.55 Lakh,Bangalore
2020,Hyundai,NEW I20 Asta 1.0 GDI Turbo IMT,22995,Petrol,Manual,₹8.95 Lakh,Bangalore
2019,Renault,Kwid RXT 1.0 (O),45725,Petrol,Manual,₹4.33 Lakh,Bangalore
2019,Hyundai,Creta SX AT 1.6 PETROL,51652,Petrol,Automatic,₹12.11 Lakh,Bangalore
2019,Honda,City 1.5L I-VTEC ZX CVT,30264,Petrol,Automatic,₹11.68 Lakh,Bangalore
2016,Volkswagen,Ameo HIGHLINE1.2L,97869,Petrol,Manual,₹4.75 Lakh,Bangalore
2014,Maruti,Ritz VXI,73631,Petrol,Manual,₹3.76 Lakh,Bangalore
2019,Maruti,Dzire VXI,58029,Petrol,Manual,₹6.75 Lakh,Bangalore
2016,Tata,Tiago XZ PETROL,53919,Petrol,Manual,₹3.78 Lakh,Bangalore
2019,Hyundai,NEW SANTRO SPORTZ MT,43454,Petrol,Manual,₹4.75 Lakh,Bangalore
2013,Skoda,Rapid ELEGANCE 1.6 MPI MT,67426,Petrol,Manual,₹4.91 Lakh,Bangalore
2018,Maruti,Dzire VXI,19437,Petrol,Manual,₹6.99 Lakh,Bangalore
2015,Hyundai,Elite i20 ASTA 1.2,69680,Petrol,Manual,₹5.52 Lakh,Bangalore
2022,Tata,NEXON XZ PLUS (PREMIUM) PETROL JET,30058,Petrol,Manual,₹11.94 Lakh,Bangalore
2019,Mahindra,XUV300 W8(O) 1.2 PETROL DUAL TONE,41165,Petrol,Manual,₹9.83 Lakh,Bangalore
2018,Honda,Amaze 1.2L I-VTEC VX,86555,Petrol,Manual,₹6.26 Lakh,Bangalore
2020,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,44980,Petrol,Automatic,₹8.77 Lakh,Bangalore
2016,Maruti,Alto K10 VXI (O),19613,Petrol,Manual,₹3.65 Lakh,Bangalore
2020,Maruti,New Wagon-R VXI (O) 1.2,15178,Petrol,Manual,₹5.81 Lakh,Bangalore
2011,Maruti,Swift VXI,104553,Petrol,Manual,₹3.58 Lakh,Bangalore
2023,KIA,SONET HTK PLUS 1.2 PETROL MT,21630,Petrol,Manual,₹8.90 Lakh,Bangalore
2014,Maruti,OMNI E STD,64243,Petrol,Manual,₹2.73 Lakh,Bangalore
2018,Maruti,Celerio ZXI AMT (O),95626,Petrol,Automatic,₹4.16 Lakh,Bangalore
2021,Tata,ALTROZ XE PETROL,20428,Petrol,Manual,₹6.13 Lakh,Bangalore
2012,Maruti,Omni 5 STR,37089,Petrol,Manual,₹2.44 Lakh,Bangalore
2016,Datsun,Redi Go SPORT,79233,Petrol,Manual,₹2.40 Lakh,Bangalore
2023,Tata,PUNCH CREATIVE IRA AMT 1.2 RTN DUAL TONE,1848,Petrol,Automatic,₹9.54 Lakh,Bangalore
2016,Maruti,Ciaz ZXI AT,87285,Petrol,Automatic,₹6.13 Lakh,Bangalore
2016,Tata,Tiago XZ PETROL,70208,Petrol,Manual,₹3.78 Lakh,Bangalore
2021,Tata,ALTROZ XE PETROL,31073,Petrol,Manual,₹6.31 Lakh,Bangalore
2020,Renault,TRIBER RXZ AMT,19907,Petrol,Automatic,₹7.05 Lakh,Bangalore
2021,Datsun,Redi Go T(O) 1.0,15513,Petrol,Manual,₹3.97 Lakh,Bangalore
2022,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,16247,CNG,Manual,₹7.86 Lakh,Bangalore
2019,KIA,SELTOS HTX 1.5 PETROL,51695,Petrol,Manual,₹11.43 Lakh,Bangalore
2016,Tata,Tiago XZ PETROL,39182,Petrol,Manual,₹3.72 Lakh,Bangalore
2021,Tata,Harrier XM 2.0L KRYOTEC,46225,Diesel,Manual,₹13.75 Lakh,Bangalore
2020,Honda,Jazz 1.2L I-VTEC ZX,62299,Petrol,Manual,₹7.90 Lakh,Bangalore
2013,Hyundai,Verna FLUIDIC 1.6 CRDI SX,46332,Diesel,Manual,₹5.36 Lakh,Bangalore
2016,Maruti,S Cross ZETA 1.3,78922,Diesel,Manual,₹7.21 Lakh,Bangalore
2014,Nissan,Micra Active XV,51391,Petrol,Manual,₹3.18 Lakh,Bangalore
2012,Honda,Jazz 1.2L I-VTEC X,32864,Petrol,Manual,₹3.82 Lakh,Bangalore
2015,Volkswagen,Polo GT TSI AT,105518,Petrol,Automatic,₹6.26 Lakh,Bangalore
2023,Maruti,Swift VXI,9075,Petrol,Manual,₹7.61 Lakh,Bangalore
2015,Hyundai,Elite i20 ASTA 1.2,88718,Petrol,Manual,₹4.93 Lakh,Bangalore
2018,Nissan,Micra XV CVT,24353,Petrol,Automatic,₹4.65 Lakh,Bangalore
2022,Hyundai,GRAND I10 NIOS SPORTZ 1.0 TURBO GDI,17693,Petrol,Manual,₹6.98 Lakh,Bangalore
2018,Honda,Amaze 1.2L I-VTEC S,54566,Petrol,Manual,₹5.50 Lakh,Bangalore
2019,Hyundai,NEW SANTRO SPORTZ MT,33811,Petrol,Manual,₹5.33 Lakh,Bangalore
2016,Tata,Tiago XZ PETROL,86034,Petrol,Manual,₹3.59 Lakh,Bangalore
2019,Hyundai,VENUE SX 1.0 TURBO,69173,Petrol,Manual,₹7.96 Lakh,Bangalore
2022,Maruti,Ertiga ZXI AT SHVS,29126,Petrol,Automatic,₹12.54 Lakh,Bangalore
2014,Toyota,Fortuner 3.0 4X2 AT,108796,Diesel,Automatic,₹16.09 Lakh,Bangalore
2014,Renault,Duster 85 PS RXL DIESEL,80922,Diesel,Manual,₹6.01 Lakh,Bangalore
2016,Volkswagen,Polo GT TSI AT,67884,Petrol,Automatic,₹7.13 Lakh,Bangalore
2016,Maruti,Celerio VXI (O),36837,Petrol,Manual,₹4.12 Lakh,Bangalore
2019,Volkswagen,Polo COMFORTLINE 1.0L MPI,18966,Petrol,Manual,₹5.94 Lakh,Bangalore
2021,Maruti,New Wagon-R LXI 1.0,42481,Petrol,Manual,₹5.40 Lakh,Bangalore
2017,Renault,Kwid RXL 1.0,62303,Petrol,Manual,₹3.11 Lakh,Bangalore
2019,Toyota,YARIS G MT,42324,Petrol,Manual,₹8.70 Lakh,Bangalore
2018,Tata,TIGOR XZA PETROL,70793,Petrol,Automatic,₹5.20 Lakh,Bangalore
2022,Hyundai,Creta EX 1.5 PETROL,15137,Petrol,Manual,₹11.70 Lakh,Bangalore
2013,Hyundai,i10 SPORTZ 1.2,34376,Petrol,Manual,₹3.11 Lakh,Bangalore
2016,Maruti,Alto K10 VXI (O) AMT,30851,Petrol,Automatic,₹3.69 Lakh,Bangalore
2021,Mahindra,XUV300 W6 1.2 PETROL AMT,7931,Petrol,Automatic,₹10.43 Lakh,Bangalore
2016,Volkswagen,Polo GT TSI AT,87457,Petrol,Automatic,₹6.98 Lakh,Bangalore
2018,Renault,Kwid RXL,45146,Petrol,Manual,₹2.95 Lakh,Bangalore
2015,Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,67557,Petrol,Manual,₹4.29 Lakh,Bangalore
2016,Renault,Kwid RXT 0.8 (O),37599,Petrol,Manual,₹2.97 Lakh,Bangalore
2010,Volkswagen,Vento TRENDLINE 1.6,71366,Petrol,Manual,₹3.06 Lakh,Bangalore
2011,Hyundai,i20 MAGNA 1.2,89386,Petrol,Manual,₹2.58 Lakh,Bangalore
2022,Tata,PUNCH CREATIVE IRA AMT 1.2 RTN DUAL TONE,26123,Petrol,Automatic,₹8.56 Lakh,Bangalore
2021,Nissan,MAGNITE XV DUAL TONE,9840,Petrol,Manual,₹7.83 Lakh,Bangalore
2022,Tata,Safari XZA PLUS DARK EDITION,15681,Diesel,Automatic,₹22.47 Lakh,Bangalore
2021,Maruti,S PRESSO LXI,35273,Petrol,Manual,₹3.68 Lakh,Bangalore
2015,Honda,City 1.5L I-VTEC SV CVT,37511,Petrol,Automatic,₹5.96 Lakh,Bangalore
2019,Honda,Jazz 1.2L I-VTEC V,20269,Petrol,Manual,₹6.20 Lakh,Bangalore
2018,Ford,FREESTYLE TITANIUM 1.2 PETROL,50067,Petrol,Manual,₹5.76 Lakh,Bangalore
2022,Hyundai,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,40038,Petrol,Manual,₹5.96 Lakh,Bangalore
2023,Volkswagen,VIRTUS TOPLINE TSI 1.0 AT,13967,Petrol,Automatic,₹16.70 Lakh,Bangalore
2019,Honda,Civic 1.8L I-VTEC ZX CVT,20315,Petrol,Automatic,₹19.18 Lakh,Bangalore
2019,Hyundai,New Elantra 2.0 SX(O) AT PETROL,14129,Petrol,Automatic,₹15.34 Lakh,Bangalore
2017,Honda,WR-V 1.2L I-VTEC VX MT,46533,Petrol,Manual,₹7.00 Lakh,Bangalore
2010,Maruti,A Star LXI,103867,Petrol,Manual,₹2.03 Lakh,Bangalore
2020,MG,HECTOR SHARP HYBRID 1.5 PETROL,39915,Petrol,Manual,₹14.93 Lakh,Bangalore
2019,MG,HECTOR SHARP 2.0 DIESEL,49559,Diesel,Manual,₹14.47 Lakh,Bangalore
2016,Volkswagen,Vento HIGHLINE 1.6 MPI,115178,Petrol,Manual,₹4.92 Lakh,Bangalore
2016,Maruti,Swift Dzire ZXI,86301,Petrol,Manual,₹5.64 Lakh,Bangalore
2017,Tata,Tiago XT PETROL,45575,Petrol,Manual,₹4.50 Lakh,Bangalore
2017,Maruti,Vitara Brezza VDI (O),109407,Diesel,Manual,₹7.21 Lakh,Bangalore
2017,Maruti,Dzire ZDI PLUS,121318,Diesel,Manual,₹6.46 Lakh,Bangalore
2019,Maruti,New Wagon-R VXI (O) 1.2 AMT,16796,Petrol,Automatic,₹5.61 Lakh,Bangalore
2012,Hyundai,i20 SPORTZ 1.2,64048,Petrol,Manual,₹3.49 Lakh,Bangalore
2018,Datsun,Redi Go T(O) 1.0L LIMITED EDITION,62637,Petrol,Manual,₹2.62 Lakh,Bangalore
2011,Maruti,Swift VXI,86282,Petrol,Manual,₹3.22 Lakh,Bangalore
2014,Honda,City 1.5L I-VTEC SV,120786,Petrol,Manual,₹4.60 Lakh,Bangalore
2023,Tata,PUNCH CREATIVE iRA PACK MT,14518,Petrol,Manual,₹9.32 Lakh,Bangalore
2019,Honda,Civic 1.8L I-VTEC ZX CVT,32601,Petrol,Automatic,₹17.96 Lakh,Bangalore
2023,Mahindra,BOLERO NEO N 8,17862,Diesel,Manual,₹10.62 Lakh,Bangalore
2016,Hyundai,Creta E PLUS 1.6 PETROL,54309,Petrol,Manual,₹8.20 Lakh,Bangalore
2017,Maruti,IGNIS DELTA 1.2,56427,Petrol,Manual,₹4.66 Lakh,Bangalore
2019,Renault,Duster RXS CVT,67575,Petrol,Automatic,₹7.07 Lakh,Bangalore
2014,Volkswagen,Polo COMFORTLINE 1.2L,90678,Diesel,Manual,₹4.03 Lakh,Bangalore
2012,Hyundai,Verna FLUIDIC 1.6 VTVT SX,88309,Petrol,Manual,₹4.36 Lakh,Bangalore
2020,Hyundai,AURA SX 1.2,21521,Petrol,Manual,₹6.55 Lakh,Bangalore
2018,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,43237,Petrol,Manual,₹4.92 Lakh,Bangalore
2015,Hyundai,i10 MAGNA 1.1,65097,Petrol,Manual,₹3.41 Lakh,Bangalore
2014,Honda,Brio VX AT,93107,Petrol,Automatic,₹3.83 Lakh,Bangalore
2017,Maruti,IGNIS ZETA 1.2 AMT,95525,Petrol,Automatic,₹4.65 Lakh,Bangalore
2022,Skoda,KUSHAQ MONTE CARLO 1.5L TSI DSG,18748,Petrol,Automatic,₹17.42 Lakh,Bangalore
2018,Hyundai,Verna 1.6 VTVT SX,32982,Petrol,Manual,₹8.46 Lakh,Bangalore
2015,Honda,City 1.5L I-VTEC VX,52322,Petrol,Manual,₹6.04 Lakh,Bangalore
2012,Hyundai,i10 SPORTZ 1.2,75384,Petrol,Manual,₹3.12 Lakh,Bangalore
2022,Tata,ALTROZ XZA PLUS,6161,Petrol,Automatic,₹8.97 Lakh,Bangalore
2020,Hyundai,NEW SANTRO MAGNA,29027,Petrol,Manual,₹4.51 Lakh,Bangalore
2018,Maruti,Swift ZXI AMT,44996,Petrol,Automatic,₹6.73 Lakh,Bangalore
2022,Renault,TRIBER RXT AMT,35860,Petrol,Automatic,₹6.97 Lakh,Bangalore
2016,Ford,Ecosport TREND 1.5L PETROL,49017,Petrol,Manual,₹5.64 Lakh,Bangalore
2019,Renault,Kwid RXT 1.0 AMT (O),23998,Petrol,Automatic,₹5.18 Lakh,Bangalore
2017,Maruti,Swift VXI,37343,Petrol,Manual,₹5.82 Lakh,Bangalore
2019,Maruti,Alto 800 LXI,39868,Petrol,Manual,₹3.34 Lakh,Bangalore
2022,KIA,SELTOS HTK PLUS 1.5,28803,Petrol,Manual,₹12.32 Lakh,Bangalore
2020,Tata,ALTROZ XZ PETROL,40143,Petrol,Manual,₹6.87 Lakh,Bangalore
2018,Maruti,Swift ZXI AMT,29716,Petrol,Automatic,₹6.51 Lakh,Bangalore
2010,Hyundai,Santro Xing GL,79984,Petrol,Manual,₹1.82 Lakh,Bangalore
2017,Volkswagen,Vento HIGHLINE PETROL AT,38945,Petrol,Automatic,₹7.23 Lakh,Bangalore
2018,Jeep,Compass SPORT 1.4 PETROL,26635,Petrol,Manual,₹12.33 Lakh,Bangalore
2021,MG,HECTOR SMART HYBRID 1.5 PETROL,13989,Petrol,Manual,₹16.26 Lakh,Bangalore
2019,Maruti,Swift ZXI,32730,Petrol,Manual,₹6.40 Lakh,Bangalore
2021,MG,HECTOR SHARP 2.0 DIESEL DUAL TONE,127904,Diesel,Manual,₹15.07 Lakh,Bangalore
2020,Renault,Duster RXZ 1.3 TURBO PETROL MT,95849,Petrol,Manual,₹7.44 Lakh,Bangalore
2023,Mahindra,Bolero B6 (O),12465,Diesel,Manual,₹11.27 Lakh,Bangalore
2020,Honda,Amaze 1.2L I-VTEC VX,33889,Petrol,Manual,₹6.97 Lakh,Bangalore
2012,Toyota,Etios Liva GD,123224,Diesel,Manual,₹3.62 Lakh,Bangalore
2021,Mahindra,Thar LX P 4WD AT CONVERTIBLE,54460,Petrol,Automatic,₹14.12 Lakh,Bangalore
2017,Renault,Kwid RXT 1.0 AMT,76813,Petrol,Automatic,₹3.35 Lakh,Bangalore
2021,Mahindra,Thar LX P 4WD AT CONVERTIBLE,52188,Petrol,Automatic,₹14.32 Lakh,Bangalore
2022,Maruti,Celerio ZXI PLUS,28788,Petrol,Manual,₹5.63 Lakh,Bangalore
2015,Maruti,Ciaz VXI+,98152,Petrol,Manual,₹5.08 Lakh,Bangalore
2021,Tata,Tiago XZ PLUS DUAL TONE PETROL,35406,Petrol,Manual,₹6.30 Lakh,Bangalore
2021,Hyundai,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,31259,Petrol,Automatic,₹6.99 Lakh,Bangalore
2019,Ford,Ecosport TREND + 1.5L PETROL AT,47130,Petrol,Automatic,₹7.86 Lakh,Bangalore
2014,Hyundai,Verna FLUIDIC 1.6 VTVT SX,46423,Petrol,Manual,₹5.83 Lakh,Bangalore
2014,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,44032,Petrol,Automatic,₹4.08 Lakh,Bangalore
2021,Skoda,Rapid 1.0 AMBITION TSI MT,53234,Petrol,Manual,₹8.31 Lakh,Bangalore
2016,Hyundai,Creta SX 1.6 DIESEL,58014,Diesel,Manual,₹8.58 Lakh,Bangalore
2022,MG,ASTOR SHARP 1.3 TURBO AT,7459,Petrol,Automatic,₹15.98 Lakh,Bangalore
2022,Renault,Kwid RXL 1.0 AMT,36615,Petrol,Automatic,₹4.21 Lakh,Bangalore
2022,Maruti,New Wagon-R ZXI 1.2 AMT,27743,Petrol,Automatic,₹6.35 Lakh,Bangalore
2018,Mahindra,XUV500 W7,85256,Diesel,Manual,₹12.06 Lakh,Bangalore
2017,Maruti,Ciaz DELTA 1.4 MT PETROL,94757,Petrol,Manual,₹5.08 Lakh,Bangalore
2017,Skoda,Rapid AMBITION 1.6 MPI MT,101424,Petrol,Manual,₹5.79 Lakh,Bangalore
2020,Maruti,New Wagon-R VXI (O) 1.2,66530,Petrol,Manual,₹5.49 Lakh,Bangalore
2015,Honda,Jazz 1.2L I-VTEC SV,60512,Petrol,Manual,₹4.46 Lakh,Bangalore
2016,Maruti,Ertiga VDI SHVS,94438,Diesel,Manual,₹7.84 Lakh,Bangalore
2012,Honda,City 1.5L I-VTEC V MT,116738,Petrol,Manual,₹3.90 Lakh,Bangalore
2014,Maruti,Alto 800 VXI,57348,Petrol,Manual,₹2.73 Lakh,Bangalore
2013,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,87459,Petrol,Manual,₹3.36 Lakh,Bangalore
2018,Datsun,Redi Go S 1.0 AMT,54687,Petrol,Automatic,₹2.99 Lakh,Bangalore
2013,Maruti,Swift VDI,93871,Diesel,Manual,₹3.91 Lakh,Bangalore
2019,Maruti,Baleno ZETA PETROL 1.2,59228,Petrol,Manual,₹6.68 Lakh,Bangalore
2014,Maruti,Swift Dzire VDI,89284,Diesel,Manual,₹5.72 Lakh,Bangalore
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,100708,Petrol,Manual,₹3.74 Lakh,Bangalore
2018,Hyundai,Elite i20 SPORTZ 1.2,77073,Petrol,Manual,₹5.67 Lakh,Bangalore
2018,Hyundai,Creta SX PLUS 1.6 PETROL,57288,Petrol,Manual,₹9.07 Lakh,Bangalore
2021,KIA,SELTOS HTK PLUS 1.5 IMT,43811,Petrol,Manual,₹11.16 Lakh,Bangalore
2019,Honda,Amaze 1.5L I-DTEC V,130578,Diesel,Manual,₹6.61 Lakh,Bangalore
2021,Hyundai,VENUE SX 1.0 TURBO,25798,Petrol,Manual,₹9.63 Lakh,Bangalore
2011,Hyundai,Santro Xing GL PLUS,49805,Petrol,Manual,₹2.54 Lakh,Bangalore
2012,Maruti,Swift Dzire VXI,23960,Petrol,Manual,₹4.60 Lakh,Bangalore
2021,Mahindra,XUV500 W11(O),28305,Diesel,Manual,₹17.96 Lakh,Bangalore
2016,Mahindra,XUV500 W10,56575,Diesel,Manual,₹11.18 Lakh,Bangalore
2014,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,82706,Petrol,Automatic,₹3.88 Lakh,Bangalore
2012,Hyundai,Verna FLUIDIC 1.6 CRDI SX,123296,Diesel,Manual,₹4.42 Lakh,Bangalore
2012,Hyundai,i20 SPORTZ 1.4 CRDI,84002,Diesel,Manual,₹3.85 Lakh,Bangalore
2017,Maruti,Swift ZXI,57560,Petrol,Manual,₹6.26 Lakh,Bangalore
2017,Tata,Tiago XZA PETROL,94294,Petrol,Automatic,₹4.39 Lakh,Bangalore
2019,Hyundai,Creta SX AT 1.6 PETROL,28264,Petrol,Automatic,₹11.40 Lakh,Bangalore
2015,Hyundai,Verna FLUIDIC 4S1.6 VTVT S O AT,32301,Petrol,Automatic,₹6.33 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS SPORTZ U2 1.2 CRDI,39250,Diesel,Manual,₹7.09 Lakh,Bangalore
2018,Maruti,Swift VXI,26638,Petrol,Manual,₹6.09 Lakh,Bangalore
2011,Maruti,Wagon R 1.0 VXI,53178,Petrol,Manual,₹2.45 Lakh,Bangalore
2023,MG,HECTOR SHARP PRO 1.5 TURBO MT PETROL,15940,Petrol,Manual,₹19.47 Lakh,Bangalore
2020,Volkswagen,Vento HIGHLINE 1.0L TSI AT,20510,Petrol,Automatic,₹10.86 Lakh,Bangalore
2021,Mahindra,XUV300 W6 1.5 DIESEL,29924,Diesel,Manual,₹9.66 Lakh,Bangalore
2017,Volkswagen,Ameo HIGHLINE DSG 1.5 DIESEL,66643,Diesel,Automatic,₹5.60 Lakh,Bangalore
2022,Hyundai,VENUE S 1.2,9802,Petrol,Manual,₹9.05 Lakh,Bangalore
2017,Maruti,Dzire VXI AMT,48051,Petrol,Automatic,₹5.41 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE,17472,Petrol,Manual,₹6.74 Lakh,Bangalore
2017,Maruti,Wagon R 1.0 VXI AMT,36404,Petrol,Automatic,₹4.24 Lakh,Bangalore
2016,Hyundai,Elite i20 MAGNA 1.2,65656,Petrol,Manual,₹5.44 Lakh,Bangalore
2020,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,29075,Petrol,Automatic,₹9.84 Lakh,Bangalore
2011,Maruti,Swift Dzire VDI,110407,Diesel,Manual,₹3.60 Lakh,Bangalore
2012,Maruti,Swift Dzire VXI,104807,Petrol,Manual,₹3.92 Lakh,Bangalore
2019,Hyundai,Tucson 2WD MT PETROL,31249,Petrol,Manual,₹12.41 Lakh,Bangalore
2018,Tata,NEXON XZA PLUS DIESEL,90759,Diesel,Automatic,₹8.06 Lakh,Bangalore
2021,Renault,Kwid RXT 1.0 AMT (O),24474,Petrol,Automatic,₹4.72 Lakh,Bangalore
2022,Maruti,New Wagon-R ZXI 1.2,8524,Petrol,Manual,₹6.68 Lakh,Bangalore
2015,Hyundai,i20 Active 1.4 SX,86615,Diesel,Manual,₹5.68 Lakh,Bangalore
2021,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,10826,Petrol,Automatic,₹7.63 Lakh,Bangalore
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,82571,Petrol,Manual,₹3.72 Lakh,Bangalore
2021,Hyundai,ALCAZAR PRESTIGE (O) 6STR 2.0 AT,12485,Petrol,Automatic,₹16.76 Lakh,Bangalore
2016,Maruti,Baleno ZETA PETROL 1.2,47679,Petrol,Manual,₹6.07 Lakh,Bangalore
2011,Maruti,Zen Estilo VXI,69568,Petrol,Manual,₹2.19 Lakh,Bangalore
2015,Maruti,Swift VXI,66341,Petrol,Manual,₹5.38 Lakh,Bangalore
2014,Tata,Zest XMA F-TRONIC DIESEL,96667,Diesel,Automatic,₹3.69 Lakh,Bangalore
2011,Maruti,Swift VXI,57051,Petrol,Manual,₹3.47 Lakh,Bangalore
2021,Maruti,Celerio ZXI PLUS,22245,Petrol,Manual,₹5.66 Lakh,Bangalore
2017,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,40581,Petrol,Manual,₹4.77 Lakh,Bangalore
2013,Hyundai,i10 SPORTZ 1.2 AT,78126,Petrol,Automatic,₹3.02 Lakh,Bangalore
2018,Hyundai,Verna 1.6 CRDI SX,117994,Diesel,Manual,₹7.30 Lakh,Bangalore
2017,Skoda,Rapid STYLE 1.5 TDI AT,62834,Diesel,Automatic,₹8.82 Lakh,Bangalore
2011,Maruti,Alto K10 VXI,109991,Petrol,Manual,₹2.01 Lakh,Bangalore
2020,Tata,NEXON XZA PLUS (O) PETROL DUAL TONE,59046,Petrol,Automatic,₹10.47 Lakh,Bangalore
2015,Hyundai,Creta SX PLUS AT 1.6 DIESEL,106215,Diesel,Automatic,₹8.35 Lakh,Bangalore
2021,Hyundai,VENUE SX 1.0 (O) TURBO IMT,17981,Petrol,Manual,₹10.60 Lakh,Bangalore
2019,Renault,Duster 110 PS RXZ 4X2 AMT DIESEL,69084,Diesel,Automatic,₹8.92 Lakh,Bangalore
2016,Honda,City 1.5L I-VTEC V MT,111638,Petrol,Manual,₹5.25 Lakh,Bangalore
2015,Honda,Jazz 1.2L I-VTEC V AT,48627,Petrol,Automatic,₹5.65 Lakh,Bangalore
2020,Renault,Duster RXS 1.5 PETROL MT,26233,Petrol,Manual,₹8.00 Lakh,Bangalore
2011,Hyundai,i10 MAGNA 1.2,43583,Petrol,Manual,₹2.69 Lakh,Bangalore
2020,Tata,ALTROZ XZ PETROL,34901,Petrol,Manual,₹7.34 Lakh,Bangalore
2017,Jeep,Compass LIMITED (O) 1.4 PETROL AT BLACK PACK,69429,Petrol,Automatic,₹12.69 Lakh,Bangalore
2013,Maruti,Swift Dzire VXI,59700,Petrol,Manual,₹4.31 Lakh,Bangalore
2020,Honda,WR-V 1.2L I-VTEC VX MT,74928,Petrol,Manual,₹8.06 Lakh,Bangalore
2012,Hyundai,i20 ASTA 1.4 CRDI,115681,Diesel,Manual,₹3.79 Lakh,Bangalore
2020,Renault,Kwid RXT 1.0 AMT (O),38494,Petrol,Automatic,₹5.05 Lakh,Bangalore
2015,Mahindra,XUV500 W10,75492,Diesel,Manual,₹9.11 Lakh,Bangalore
2021,Renault,Kwid RXT 1.0 (O),3748,Petrol,Manual,₹4.84 Lakh,Bangalore
2022,Hyundai,VENUE SX 1.0 (O) TURBO IMT,21422,Petrol,Manual,₹11.27 Lakh,Bangalore
2016,Maruti,Vitara Brezza VDI (O),80227,Diesel,Manual,₹6.07 Lakh,Bangalore
2014,Hyundai,i20 SPORTZ 1.4 CRDI,102555,Diesel,Manual,₹4.32 Lakh,Bangalore
2019,Maruti,Celerio X ZXI (O) AMT,27215,Petrol,Automatic,₹5.05 Lakh,Bangalore
2018,Jeep,Compass LONGITUDE PLUS 1.4 PETROL AT,42770,Petrol,Automatic,₹14.24 Lakh,Bangalore
2019,Jeep,Compass LIMITED (O) 2.0 DIESEL,92908,Diesel,Manual,₹14.61 Lakh,Bangalore
2018,Maruti,Celerio ZXI,41806,Petrol,Manual,₹4.70 Lakh,Bangalore
2018,Hyundai,Verna 1.6 VTVT SX,60087,Petrol,Manual,₹7.97 Lakh,Bangalore
2012,Honda,Jazz 1.2L I-VTEC X,35444,Petrol,Manual,₹3.67 Lakh,Bangalore
2011,Hyundai,Santro Xing GLS,55224,Petrol,Manual,₹2.45 Lakh,Bangalore
2016,Hyundai,i10 SPORTZ 1.1,48427,Petrol,Manual,₹3.86 Lakh,Bangalore
2019,Maruti,New Wagon-R VXI 1.0 AMT,67526,Petrol,Automatic,₹5.23 Lakh,Bangalore
2016,Maruti,Vitara Brezza ZDI,91544,Diesel,Manual,₹7.54 Lakh,Bangalore
2020,Hyundai,Creta SX (O) 1.4 TURBO DCT,32794,Petrol,Automatic,₹15.15 Lakh,Bangalore
2011,Maruti,Wagon R 1.0 VXI,34408,Petrol,Manual,₹2.71 Lakh,Bangalore
2020,Honda,City 1.5L I-VTEC VX CVT,36093,Petrol,Automatic,₹12.14 Lakh,Bangalore
2016,Hyundai,Elite i20 ASTA 1.4 CRDI (O),76454,Diesel,Manual,₹6.47 Lakh,Bangalore
2022,Tata,NEXON XZ PLUS (HS) DIESEL,31035,Diesel,Manual,₹11.52 Lakh,Bangalore
2019,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,18462,Petrol,Automatic,₹6.98 Lakh,Bangalore
2020,Mahindra,XUV300 W4 1.2 PETROL,19881,Petrol,Manual,₹8.03 Lakh,Bangalore
2013,Maruti,Wagon R Stingray VXI,97830,Petrol,Manual,₹3.03 Lakh,Bangalore
2015,Maruti,Ciaz ZXI+,25381,Petrol,Manual,₹6.39 Lakh,Bangalore
2013,Maruti,Swift Dzire VXI,106215,Petrol,Manual,₹4.11 Lakh,Bangalore
2014,Maruti,Alto K10 VXI,99832,Petrol,Manual,₹2.55 Lakh,Bangalore
2020,Tata,Tiago XZ PLUS PETROL,23692,Petrol,Manual,₹6.25 Lakh,Bangalore
