year,company,car_name,km_driven,fuel_type,transmission,price,location
2016,Mahindra,TUV300 T8,38328,Diesel,Manual,₹5.96 Lakh,Bangalore
2016,Ford,Ecosport TITANIUM+ 1.5L DIESEL,98741,Diesel,Manual,₹6.27 Lakh,Bangalore
2020,Tata,TIGOR XZA PLUS PETROL,33984,Petrol,Automatic,₹7.03 Lakh,Bangalore
2018,Hyundai,Verna 1.4 EX PETROL,70838,Petrol,Manual,₹7.06 Lakh,Bangalore
2020,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,12867,Petrol,Automatic,₹9.80 Lakh,Bangalore
2017,Hyundai,Elite i20 ERA 1.2,10914,Petrol,Manual,₹5.69 Lakh,Bangalore
2019,Maruti,Swift ZXI AMT,21955,Petrol,Automatic,₹6.92 Lakh,Bangalore
2014,Maruti,Celerio VXI AMT,44064,Petrol,Automatic,₹3.63 Lakh,Bangalore
2017,Maruti,Baleno DELTA CVT PETROL 1.2,39585,Petrol,Automatic,₹5.85 Lakh,Bangalore
2017,Maruti,Celerio ZXI AMT (O),30660,Petrol,Automatic,₹4.69 Lakh,Bangalore
2013,Hyundai,i20 MAGNA (O) 1.4 CRDI,94514,Diesel,Manual,₹3.60 Lakh,Bangalore
2019,Datsun,Redi Go T(O) 1.0,15881,Petrol,Manual,₹2.73 Lakh,Bangalore
2013,Honda,Brio S MT,31104,Petrol,Manual,₹3.27 Lakh,Bangalore
2016,Tata,Tiago XZ PETROL,86716,Petrol,Manual,₹3.96 Lakh,Bangalore
2013,Honda,Brio S MT,27050,Petrol,Manual,₹3.38 Lakh,Bangalore
2018,Tata,Tiago XZ PETROL,72597,Petrol,Manual,₹4.53 Lakh,Bangalore
2022,Hyundai,Creta SX (O) AT 1.5 DIESEL,27509,Diesel,Automatic,₹18.46 Lakh,Bangalore
2019,Honda,Amaze 1.2L I-VTEC V,22419,Petrol,Manual,₹6.40 Lakh,Bangalore
2015,Tata,Zest XMS PETROL,75916,Petrol,Manual,₹3.72 Lakh,Bangalore
2021,Toyota,URBAN CRUISER PREMIUM GRADE MT DUAL TONE,14232,Petrol,Manual,₹9.68 Lakh,Bangalore
2013,Maruti,Wagon R 1.0 VXI,66823,Petrol,Manual,₹2.86 Lakh,Bangalore
2017,Maruti,Ertiga ZDI SHVS,108489,Diesel,Manual,₹8.43 Lakh,Bangalore
2014,Hyundai,Santro Xing GLS PLUS AUDIO,74647,Petrol,Manual,₹2.74 Lakh,Bangalore
2019,Hyundai,NEW SANTRO SPORTZ AMT,20560,Petrol,Automatic,₹5.46 Lakh,Bangalore
2018,Ford,Ecosport TITANIUM 1.5L PETROL,48498,Petrol,Manual,₹7.60 Lakh,Bangalore
2023,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,11028,Petrol,Manual,₹7.54 Lakh,Bangalore
2016,Maruti,Baleno DELTA PETROL 1.2,56956,Petrol,Manual,₹6.07 Lakh,Bangalore
2016,Mahindra,Bolero ZLX BS IV,139583,Diesel,Manual,₹5.54 Lakh,Bangalore
2022,Tata,ALTROZ XZ I-TURBO PETROL,19400,Petrol,Manual,₹8.10 Lakh,Bangalore
2020,Tata,Tiago XZA PLUS DUAL TONE PETROL,26526,Petrol,Automatic,₹6.28 Lakh,Bangalore
2018,Mahindra,KUV 100 NXT K6+ P 6 STR,5291,Petrol,Manual,₹5.36 Lakh,Bangalore
2017,Maruti,Dzire VXI AMT,57398,Petrol,Automatic,₹5.66 Lakh,Bangalore
2018,Hyundai,Elite i20 ASTA 1.2 (O),50068,Petrol,Manual,₹6.92 Lakh,Bangalore
2013,Hyundai,i20 ASTA 1.2,78316,Petrol,Manual,₹4.08 Lakh,Bangalore
2014,Maruti,Swift ZDI,109999,Diesel,Manual,₹5.19 Lakh,Bangalore
2015,Renault,Kwid RXT 0.8,44512,Petrol,Manual,₹3.07 Lakh,Bangalore
2016,Hyundai,i10 SPORTZ 1.1,16798,Petrol,Manual,₹4.16 Lakh,Bangalore
2014,Hyundai,Santro Xing GL PLUS,69029,Petrol,Manual,₹2.52 Lakh,Bangalore
2019,Honda,Civic 1.8L I-VTEC ZX CVT,28069,Petrol,Automatic,₹17.91 Lakh,Bangalore
2018,Honda,City 1.5L I-VTEC VX,38673,Petrol,Manual,₹8.91 Lakh,Bangalore
2020,Tata,Tiago XZ PLUS DUAL TONE PETROL,25101,Petrol,Manual,₹5.68 Lakh,Bangalore
2019,Maruti,Swift ZXI PLUS,25462,Petrol,Manual,₹7.28 Lakh,Bangalore
2020,Jeep,Compass LONGITUDE PLUS 1.4 PETROL AT,55863,Petrol,Automatic,₹13.62 Lakh,Bangalore
2017,Honda,Jazz 1.2L I-VTEC V AT,67757,Petrol,Automatic,₹5.66 Lakh,Bangalore
2017,Maruti,Ertiga VXI AT,88211,Petrol,Automatic,₹7.18 Lakh,Bangalore
2018,Tata,NEXON XZA PLUS DIESEL,63671,Diesel,Automatic,₹8.72 Lakh,Bangalore
2012,Honda,City 1.5L I-VTEC S MT,101853,Petrol,Manual,₹3.74 Lakh,Bangalore
2014,Maruti,Swift VXI,89872,Petrol,Manual,₹4.50 Lakh,Bangalore
2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,96375,Petrol,Manual,₹4.36 Lakh,Bangalore
2016,Ford,Ecosport TITANIUM 1.5L PETROL,106057,Petrol,Manual,₹5.02 Lakh,Bangalore
2023,Maruti,Swift VXI AMT,13994,Petrol,Automatic,₹7.63 Lakh,Bangalore
2014,Mahindra,XUV500 W6,93087,Diesel,Manual,₹7.57 Lakh,Bangalore
2022,Nissan,MAGNITE XV TURBO CVT DUAL TONE,5275,Petrol,Automatic,₹9.18 Lakh,Bangalore
2017,Tata,NEXON XZ PLUS PETROL DUAL TONE,17466,Petrol,Manual,₹7.79 Lakh,Bangalore
2016,Maruti,Vitara Brezza VDI (O),58038,Diesel,Manual,₹7.97 Lakh,Bangalore
2015,Maruti,Ciaz VXI+,95738,Petrol,Manual,₹5.17 Lakh,Bangalore
2013,Maruti,Swift Dzire VXI,70963,Petrol,Manual,₹4.35 Lakh,Bangalore
2013,Honda,Amaze 1.2L I-VTEC VX,43884,Petrol,Manual,₹3.91 Lakh,Bangalore
2014,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,76725,Petrol,Manual,₹3.84 Lakh,Bangalore
2015,Maruti,Wagon R 1.0 VXI,77640,Petrol,Manual,₹3.59 Lakh,Bangalore
2019,Renault,Kwid CLIMBER 1.0,27220,Petrol,Manual,₹3.88 Lakh,Bangalore
2022,MG,HECTOR PLUS SHARP 1.5 PETROL TURBO HYBRID MT 6-STR,37636,Petrol,Manual,₹16.66 Lakh,Bangalore
2021,Renault,Duster RXZ 1.5 PETROL MT,18262,Petrol,Manual,₹9.26 Lakh,Bangalore
2018,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,117675,Petrol,Manual,₹4.96 Lakh,Bangalore
2016,Hyundai,Elite i20 MAGNA 1.2,55009,Petrol,Manual,₹5.40 Lakh,Bangalore
2021,Maruti,Swift VXI,10637,Petrol,Manual,₹6.93 Lakh,Bangalore
2017,Renault,Duster RXL 1.6 PETROL,48000,Petrol,Manual,₹6.25 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,17285,Petrol,Automatic,₹6.76 Lakh,Bangalore
2023,Maruti,Alto K10 VXI PLUS,8882,Petrol,Manual,₹5.15 Lakh,Bangalore
2016,Mahindra,TUV300 T8,98798,Diesel,Manual,₹6.20 Lakh,Bangalore
2022,Maruti,Baleno DELTA PETROL 1.2,9254,Petrol,Manual,₹7.63 Lakh,Bangalore
2015,Maruti,Wagon R 1.0 VXI,110669,Petrol,Manual,₹3.32 Lakh,Bangalore
2022,KIA,SONET HTK PLUS 1.2,14811,Petrol,Manual,₹9.51 Lakh,Bangalore
2014,Maruti,Swift Dzire VXI,100458,Petrol,Manual,₹4.17 Lakh,Bangalore
2017,Maruti,Ciaz ZXI+ AT,73371,Petrol,Automatic,₹6.61 Lakh,Bangalore
2017,Maruti,Baleno ZETA PETROL 1.2,75431,Petrol,Manual,₹5.86 Lakh,Bangalore
2018,Mahindra,XUV500 W11 AT,60820,Diesel,Automatic,₹15.21 Lakh,Bangalore
2014,Maruti,Celerio VXI,96979,Petrol,Manual,₹3.23 Lakh,Bangalore
2013,Maruti,Ritz VXI,73335,Petrol,Manual,₹3.68 Lakh,Bangalore
2014,Maruti,Swift ZXI,56168,Petrol,Manual,₹5.16 Lakh,Bangalore
2016,Honda,Brio S MT,53924,Petrol,Manual,₹3.86 Lakh,Bangalore
2018,Renault,Kwid RXT 1.0 AMT,29224,Petrol,Automatic,₹3.77 Lakh,Bangalore
2012,Honda,City 1.5L I-VTEC V AT,110307,Petrol,Automatic,₹4.06 Lakh,Bangalore
2020,Renault,TRIBER RXZ,41840,Petrol,Manual,₹6.11 Lakh,Bangalore
2018,Maruti,Swift ZXI AMT,54397,Petrol,Automatic,₹6.65 Lakh,Bangalore
2021,Tata,Tiago XZ PETROL,26041,Petrol,Manual,₹6.33 Lakh,Bangalore
2014,Maruti,Swift VXI,95421,Petrol,Manual,₹4.20 Lakh,Bangalore
2011,Maruti,Wagon R 1.0 VXI,38782,Petrol,Manual,₹2.66 Lakh,Bangalore
2019,Hyundai,Elite i20 SPORTZ PLUS 1.2,39915,Petrol,Manual,₹7.01 Lakh,Bangalore
2014,Maruti,Swift Dzire VXI,61511,Petrol,Manual,₹4.21 Lakh,Bangalore
2017,Hyundai,Creta SX PLUS 1.6 PETROL,61235,Petrol,Manual,₹9.03 Lakh,Bangalore
2014,Maruti,Swift VXI,71516,Petrol,Manual,₹4.78 Lakh,Bangalore
2018,Renault,Duster RXS CVT,29311,Petrol,Automatic,₹7.21 Lakh,Bangalore
2021,Skoda,KUSHAQ AMBITION 1.0L TSI AT,17310,Petrol,Automatic,₹13.66 Lakh,Bangalore
2013,Maruti,Swift Dzire VXI,98155,Petrol,Manual,₹4.37 Lakh,Bangalore
2016,Maruti,Swift VXI,44499,Petrol,Manual,₹5.12 Lakh,Bangalore
2016,Nissan,Terrano XL (P),93598,Petrol,Manual,₹5.66 Lakh,Bangalore
2020,Tata,NEXON XZA PLUS PETROL,40443,Petrol,Automatic,₹8.90 Lakh,Bangalore
2015,Maruti,Celerio VXI AMT,29628,Petrol,Automatic,₹4.14 Lakh,Bangalore
2014,Mahindra,XUV500 W6,92368,Diesel,Manual,₹7.71 Lakh,Bangalore
2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,28474,Petrol,Manual,₹5.03 Lakh,Bangalore
2022,Maruti,Dzire ZXI Plus AMT,24567,Petrol,Automatic,₹8.60 Lakh,Bangalore
2019,Honda,Amaze 1.2L I-VTEC VX CVT,41243,Petrol,Automatic,₹7.19 Lakh,Bangalore
2018,Tata,NEXON XZA PLUS DIESEL,34059,Diesel,Automatic,₹9.77 Lakh,Bangalore
2016,Maruti,Baleno ALPHA PETROL 1.2,27306,Petrol,Manual,₹6.64 Lakh,Bangalore
2017,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,45003,Petrol,Manual,₹5.00 Lakh,Bangalore
2011,Hyundai,i10 MAGNA 1.2,72455,Petrol,Manual,₹2.71 Lakh,Bangalore
2012,Hyundai,i10 ERA 1.1,56699,Petrol,Manual,₹2.69 Lakh,Bangalore
2020,Maruti,S PRESSO VXI PLUS AMT,24864,Petrol,Automatic,₹4.79 Lakh,Bangalore
2014,Hyundai,Grand i10 MAGNA 1.1 CRDI,54106,Diesel,Manual,₹4.58 Lakh,Bangalore
2021,Maruti,Baleno ZETA CVT PETROL 1.2,29413,Petrol,Automatic,₹8.63 Lakh,Bangalore
2015,Maruti,Ciaz VDI (O) SHVS,87856,Diesel,Manual,₹6.00 Lakh,Bangalore
2013,Hyundai,i10 ASTA 1.2,61285,Petrol,Manual,₹4.11 Lakh,Bangalore
2014,Hyundai,Xcent SX AT 1.2 (O),96431,Petrol,Automatic,₹4.22 Lakh,Bangalore
2015,Renault,Duster 110 PS RXZ DIESEL PLUS,105373,Diesel,Manual,₹6.39 Lakh,Bangalore
2018,Maruti,Baleno ALPHA PETROL 1.2,26449,Petrol,Manual,₹7.08 Lakh,Bangalore
2016,Honda,Jazz 1.2L I-VTEC V AT,74069,Petrol,Automatic,₹5.54 Lakh,Bangalore
2016,Maruti,Baleno ZETA PETROL 1.2,29641,Petrol,Manual,₹6.28 Lakh,Bangalore
2016,Maruti,Alto K10 VXI (O) AMT,15385,Petrol,Automatic,₹4.16 Lakh,Bangalore
2020,Maruti,S PRESSO VXI+,21196,Petrol,Manual,₹4.36 Lakh,Bangalore
2018,Hyundai,Verna 1.6 VTVT SX (O) AT,19792,Petrol,Automatic,₹9.94 Lakh,Bangalore
2018,Renault,Duster RXS CVT,69110,Petrol,Automatic,₹7.66 Lakh,Bangalore
2016,Maruti,Celerio ZXI AMT,28404,Petrol,Automatic,₹4.20 Lakh,Bangalore
2014,Honda,City 1.5L I-VTEC SV,55894,Petrol,Manual,₹5.47 Lakh,Bangalore
2015,Hyundai,Xcent S (O) 1.2,88423,Petrol,Manual,₹3.95 Lakh,Bangalore
2017,Maruti,Dzire VXI AMT,29486,Petrol,Automatic,₹6.25 Lakh,Bangalore
2012,Maruti,Swift ZXI,105772,Petrol,Manual,₹3.88 Lakh,Bangalore
2014,Hyundai,Xcent S 1.2,82065,Petrol,Manual,₹3.76 Lakh,Bangalore
2017,Mahindra,TUV300 T8,32940,Diesel,Manual,₹8.06 Lakh,Bangalore
2013,Renault,Duster 85 PS RXL DIESEL,88309,Diesel,Manual,₹4.32 Lakh,Bangalore
2018,Honda,City 1.5L I-VTEC VX,70183,Petrol,Manual,₹7.99 Lakh,Bangalore
2019,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,14199,Petrol,Manual,₹4.83 Lakh,Bangalore
2011,Maruti,Swift Dzire VXI,61266,Petrol,Manual,₹3.55 Lakh,Bangalore
2020,Maruti,S PRESSO VXI+,31237,Petrol,Manual,₹4.28 Lakh,Bangalore
2018,Honda,WR-V 1.5L I-DTEC VX MT,84652,Diesel,Manual,₹7.40 Lakh,Bangalore
2015,Volkswagen,Vento HIGHLINE PETROL AT,68669,Petrol,Automatic,₹6.12 Lakh,Bangalore
2022,Maruti,Ertiga VXI SHVS,9884,Petrol,Manual,₹10.33 Lakh,Bangalore
2019,Hyundai,Elite i20 ASTA 1.2 (O),25298,Petrol,Manual,₹7.11 Lakh,Bangalore
2017,Maruti,Baleno ZETA PETROL 1.2,31727,Petrol,Manual,₹6.31 Lakh,Bangalore
2018,Hyundai,Xcent E+,73536,Petrol,Manual,₹4.56 Lakh,Bangalore
2018,Maruti,Eeco 5 STR WITH A/C+HTR,66374,Petrol,Manual,₹4.45 Lakh,Bangalore
2021,KIA,SELTOS X LINE 1.4 PETROL DCT,13509,Petrol,Automatic,₹16.14 Lakh,Bangalore
2018,Mahindra,KUV 100 NXT K8 P 6 STR,35107,Petrol,Manual,₹4.81 Lakh,Bangalore
2018,Mahindra,XUV500 W11,44080,Diesel,Manual,₹13.85 Lakh,Bangalore
2017,Maruti,Alto K10 VXI (O) AMT,17897,Petrol,Automatic,₹4.18 Lakh,Bangalore
2014,Maruti,Alto K10 VXI,29477,Petrol,Manual,₹3.06 Lakh,Bangalore
2016,Ford,Ecosport TREND 1.5L PETROL,93059,Petrol,Manual,₹5.95 Lakh,Bangalore
2018,Maruti,Baleno RS 1.0 PETROL,61005,Petrol,Manual,₹6.54 Lakh,Bangalore
2020,Ford,FREESTYLE TITANIUM 1.2 PETROL,29049,Petrol,Manual,₹5.89 Lakh,Bangalore
2019,Hyundai,Elite i20 SPORTZ PLUS 1.2 CVT,38639,Petrol,Automatic,₹7.43 Lakh,Bangalore
2020,Hyundai,Creta S 1.5 PETROL,30447,Petrol,Manual,₹11.83 Lakh,Bangalore
2022,Maruti,Baleno SIGMA PETROL 1.2,7259,Petrol,Manual,₹6.97 Lakh,Bangalore
2018,Tata,NEXON XM PETROL,38482,Petrol,Manual,₹6.35 Lakh,Bangalore
2015,Maruti,Ertiga ZDI,57858,Diesel,Manual,₹7.75 Lakh,Bangalore
2016,Honda,City 1.5L I-VTEC V MT,58750,Petrol,Manual,₹6.25 Lakh,Bangalore
2013,Volkswagen,Polo HIGHLINE1.2L,85861,Petrol,Manual,₹4.16 Lakh,Bangalore
2021,Tata,PUNCH ACCOMPLISHED MT,4700,Petrol,Manual,₹7.58 Lakh,Bangalore
2015,Maruti,Alto 800 LXI,48319,Petrol,Manual,₹3.13 Lakh,Bangalore
2018,Tata,NEXON XZ PLUS DIESEL,69566,Diesel,Manual,₹7.50 Lakh,Bangalore
2013,Honda,Amaze 1.5L I-DTEC EX,73662,Diesel,Manual,₹3.51 Lakh,Bangalore
2020,Renault,TRIBER RXL MT,42247,Petrol,Manual,₹6.05 Lakh,Bangalore
2019,Volkswagen,Vento HIGHLINE PLUS 1.2 AT 16 ALLOY,41272,Petrol,Automatic,₹9.86 Lakh,Bangalore
2015,Honda,City 1.5L I-VTEC V MT,40477,Petrol,Manual,₹5.97 Lakh,Bangalore
2016,Hyundai,Elite i20 SPORTZ 1.2,50641,Petrol,Manual,₹5.90 Lakh,Bangalore
2017,Maruti,Dzire ZDI PLUS AMT,89319,Diesel,Automatic,₹7.06 Lakh,Bangalore
2015,Nissan,Terrano XL (D),65385,Diesel,Manual,₹5.92 Lakh,Bangalore
2021,Maruti,Vitara Brezza ZXI PLUS AT SHVS,22250,Petrol,Automatic,₹10.54 Lakh,Bangalore
2019,KIA,SELTOS HTX IVT 1.5 PETROL,43392,Petrol,Automatic,₹12.61 Lakh,Bangalore
2019,Toyota,Glanza V,34240,Petrol,Manual,₹7.14 Lakh,Bangalore
2014,Maruti,Celerio ZXI (O),29601,Petrol,Manual,₹3.95 Lakh,Bangalore
2019,Hyundai,Elite i20 SPORTZ PLUS 1.2,21733,Petrol,Manual,₹7.27 Lakh,Bangalore
2015,Maruti,Celerio VXI AMT,52643,Petrol,Automatic,₹4.04 Lakh,Bangalore
2019,Hyundai,Creta SX 1.6 PETROL DUAL TONE,36336,Petrol,Manual,₹10.56 Lakh,Bangalore
2017,Hyundai,Elite i20 SPORTZ 1.2,78959,Petrol,Manual,₹5.67 Lakh,Bangalore
2023,Maruti,Ertiga ZXI SHVS,7989,Petrol,Manual,₹11.79 Lakh,Bangalore
2020,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,17849,Petrol,Manual,₹5.81 Lakh,Bangalore
2015,Mahindra,XUV500 W8,91778,Diesel,Manual,₹8.43 Lakh,Bangalore
2018,Tata,Tiago XZA PETROL,21979,Petrol,Automatic,₹5.28 Lakh,Bangalore
2021,Tata,NEXON XZA PLUS SUNROOF PETROL,35445,Petrol,Automatic,₹10.30 Lakh,Bangalore
2016,Tata,Tiago XZ PETROL,70138,Petrol,Manual,₹3.92 Lakh,Bangalore
2015,Honda,City 1.5L I-VTEC V MT,71841,Petrol,Manual,₹5.59 Lakh,Bangalore
2021,Renault,TRIBER RXE MT,4252,Petrol,Manual,₹5.82 Lakh,Bangalore
2018,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,91521,Petrol,Manual,₹6.55 Lakh,Bangalore
2021,Maruti,Alto VXI PLUS,28158,Petrol,Manual,₹4.08 Lakh,Bangalore
2018,Maruti,Dzire ZXI,68309,Petrol,Manual,₹6.09 Lakh,Bangalore
2015,Maruti,Celerio VXI,39773,Petrol,Manual,₹4.20 Lakh,Bangalore
2013,Ford,Ecosport TREND 1.5L DIESEL,79454,Diesel,Manual,₹4.73 Lakh,Bangalore
